id,geom,n,smiles,refcodes
OH338,OH,2,FC(F)(F)c1cc(C(F)(F)F)cc([P:1](C[P:1](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,QOPFEI;WITXII
OH339,OH,4,N#CC1=C2C=CC=C(c3cccc([n:1]3)C(C#N)=C3C=CC=C(c4cccc1[n:1]4)[N-:1]3)[N-:1]2,QOSJOX
OH340,OH,2,CO[C-:1]=[N+](C)C=[N:1]c1ccccc1,QUBDEY
OH341,OH,2,Clc1ccc([O-:1])c(C2=[N:1]CCO2)c1,QURGAL;QURGAL
OH342,OH,5,CC1=[N:1]CCC[N:1]2CCC[N:1](CCC[N:1]=C(C)c3cccc1[n:1]3)CC2,QUYPOR
OH343,OH,4,Clc1cccc(Cl)c1-c1c2[n:1]c(c(-c3c(Cl)cccc3Cl)c3ccc(c(-c4c(Cl)cccc4Cl)c4[n:1]c(c(-c5c(Cl)cccc5Cl)c5ccc1[n-:1]5)C=C4)[n-:1]3)C=C2,RADBII
OH344,OH,4,CC(C[N:1]=Cc1c([O-:1])ccc2ccccc12)[N:1]=Cc1c([O-:1])ccc2ccccc12,RAFNET;TILZAS
OH345,OH,6,CC(C)(C)c1cc(C[N:1]2CC[N:1](Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3[NH-:1])CC[N:1](Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3[NH-:1])CC2)c([NH-:1])c(C(C)(C)C)c1,RAHXUT
OH346,OH,3,Cn1c(CC(c2n(C)c3ccccc3[n:1]2)[OH:1])[n:1]c2ccccc21,RAVZEW;RAVZEW
OH347,OH,3,Cn1c(CC(c2n(C)c3ccccc3[n:1]2)[O-:1])[n:1]c2ccccc21,RAVZEW;RAVZEW
OH348,OH,4,CC(=CC(C)=[N:1]CC[N:1]=C(C)C=C(C)[O-:1])[O-:1],RECLAP
OH349,OH,6,COc1cccc(C=[N:1]CC[NH:1]CC[NH:1]CC[N:1]=Cc2cccc(OC)c2[O-:1])c1[O-:1],RETTOA
OH350,OH,2,CC(=CC(C)=[O:1])[O-:1],REXCUS;REXCUS;YUNVEI;YUNVEI;ZOVPAB
OH351,OH,4,CC(C[N:1]=Cc1cc(Cl)cc(Cl)c1[O-:1])[N:1]=Cc1cc(Cl)cc(Cl)c1[O-:1],RICSUS
OH352,OH,5,CC(C(C)(C)[S-:1])=[N:1]CC[N:1](CC[NH2:1])CC[NH2:1],RIVMUG;RIVNAN;RIVNER;RIVNIV
OH353,OH,3,CC(C)(C)[S:1]CC[NH:1]Cc1cccc[n:1]1,ROCTIP
OH354,OH,3,CC(C)[P:1](Nc1cccc(-c2cccc[n:1]2)[n:1]1)C(C)C,ROFKOP
OH355,OH,5,CC1=[N:1]CCC[NH:1]CC[NH:1]CCC[N:1]=C(C)c2cccc1[n:1]2,ROMRIV
OH356,OH,5,c1ccc2c(c1)[nH]c(C[N:1]1CC[NH:1]CC[N:1](Cc3[nH]c4ccccc4[n:1]3)CC1)[n:1]2,SAKZUA
OH357,OH,4,C[N:1](CCC[N:1](C)Cc1cccc[n:1]1)Cc1cccc[n:1]1,SAQHAU
OH358,OH,2,COC(=O)C(CO)[N:1]=Cc1cccc[n:1]1,SAYFUV
OH359,OH,2,CC(=O)CC(C=[N:1]C(C)(C)C)[NH:1]C(C)(C)C,SELBAM
OH360,OH,3,CC(CC(C=[N:1]C(C)(C)C)[NH:1]C(C)(C)C)=[O:1],SELBIU
OH361,OH,3,c1cc[n:1]c(C(C2CCCCC2=[O:1])[OH:1])c1,SEVBIG
OH362,OH,5,O=P([O-])(C[N:1]1CC[NH:1]Cc2cccc([n:1]2)C[NH:1]CC1)[O-:1],SIBHAO
OH363,OH,4,CC(C[N:1]=Cc1cc(Cl)ccc1[O-:1])[N:1]=Cc1cc(Cl)ccc1[O-:1],SIFVIN
OH364,OH,2,C(c1ccccc1[O-:1])=[N:1]CCN1CCOCC1,SILKUW;SILKUW;SILLAD;SILLAD
OH365,OH,2,C(c1ccccc1[O-:1])=[N:1]CCN1CC[NH2+]CC1,SILLEH;SILLEH;SILLEH;SILLEH
OH366,OH,3,NC(=NN=C(N)c1cccc(-c2cccc(C(N)=[N:1]N=C(N)c3ccccn3)[n:1]2)[n:1]1)c1ccccn1,SISNAL
OH367,OH,3,NC(=NN=C(N)c1cccc(-c2cccc(C(=[NH2+])[N-:1]N=C(N)c3ccccn3)[n:1]2)[n:1]1)c1ccccn1,SISNAL
OH368,OH,2,c1ccc([P:1](CCC[P:1](c2ccccc2)c2ccccc2)c2ccccc2)cc1,SIWPOD
OH369,OH,3,c1ccc([P:1](Nc2cccc(N[P:1](c3ccccc3)c3ccccc3)[n:1]2)c2ccccc2)cc1,SOHJAA
OH370,OH,3,Cc1ccc([O-:1])c(C=[N:1]Nc2cccc[n:1]2)c1,SOLTAQ
OH371,OH,3,Cc1ccc([OH:1])c(C=[N:1]Nc2cccc[n:1]2)c1,SOLTAQ
OH372,OH,3,CC(C)(C)c1cc(C=[N:1]Nc2cccc[n:1]2)c([O-:1])c(C(C)(C)C)c1,SOLTEU;SOLTEU
OH373,OH,2,O=C(c1cccc[n:1]1)[O-:1],SUMJEQ
OH374,OH,4,c1ccc2c(c1)[nH]c(C[N:1](Cc1[nH]c3ccccc3[n:1]1)Cc1[nH]c3ccccc3[n:1]1)[n:1]2,SUMJEQ
OH375,OH,4,CC(C)(C)c1cc(C(c2cccc[n:1]2)[N:1](C)C2CCCCC2[N:1](C)C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc[n:1]2)cc(C(C)(C)C)c1,TAFNAS;TAFNAS
OH376,OH,2,CN(C)C(N(C)C)=[N:1]c1cccc2ccc[n:1]c12,TAHTAA01;TAHTAA01
OH377,OH,4,Clc1ccc([O-:1])c(C=[N:1]CCC[N:1]=Cc2cc(Cl)ccc2[O-:1])c1,TAKYOT;TANYOW
OH378,OH,3,ON=C(c1cccc[n:1]1)C(c1cccc[n:1]1)[O-:1],TALKID;TALKID
OH379,OH,3,CC(C)[P:1](CC[NH:1]Cc1cccc[n:1]1)C(C)C,TARQUB
OH380,OH,2,c1cc[n:1]c(-c2sc3ccccc3[n:1]2)c1,TAVFEE;YAPXOF
OH381,OH,5,c1cc[n:1]c(C[NH:1]CC[NH:1]CC[NH:1]Cc2cccc[n:1]2)c1,TAVVOC;TAVVUI
OH382,OH,4,Fc1ccc([O-:1])c(C=[N:1]C2CCCCC2[N:1]=Cc2cc(F)ccc2[O-:1])c1,TAXMIR
OH383,OH,2,CC(C(=O)[O-:1])[OH:1],TEFDUE
OH384,OH,2,COc1cccc(C=[N:1]CC[NH+](C)C)c1[O-:1],TEGGUI;TEGGUI
OH385,OH,5,CC1=[N:1]CC[NH:1]CC[NH:1]CC[N:1]=C(C)c2cccc1[n:1]2,TESJUY
OH386,OH,2,c1ccc(-c2cc(-c3ccccc3[O-:1])[n:1][nH]2)cc1,TEWMEP;TEWMEP
OH387,OH,4,COc1nc(N[N:1]=Cc2ccccn2)[n:1]c(N[N:1]=Cc2cccc[n:1]2)n1,TIFPEG
OH388,OH,2,O=C([O-])c1cc(C(=O)[O-:1])[n:1][nH]1,TOLMEO
OH389,OH,4,CC(C)(C[N:1]=Cc1cc(Br)ccc1[O-:1])[N:1]=Cc1cc(Br)ccc1[O-:1],TOPZAB
OH390,OH,4,CC(C)(C)c1cc(C=[N:1]C2CCCCC2[N:1]=Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-:1])c([O-:1])c(C(C)(C)C)c1,TOVNUN;XUZVAQ
OH391,OH,4,CC(C)(C)c1cc(Br)cc(C=[N:1]C(c2ccccc2)C(c2ccccc2)[N:1]=Cc2cc(Br)cc(C(C)(C)C)c2[O-:1])c1[O-:1],TOVPAV
OH392,OH,3,C[N:1]1CC[N:1](C)CC[N:1](C)CC1,TUBGOM;ZOVPAB;ATAKAJ;GIGPOE;GIGPUK;HAXSOQ;KUGPAE;KUGPEI;LECXIA;LECXOG;MOMBOF;MOMBUL;NONLIM;NONLOS;PAQSUV;TAZTUJ;XACMAP
OH393,OH,4,CC(C=C(c1ccccc1)[O-:1])=[N:1]CC[N:1]=C(C)C=C(c1ccccc1)[O-:1],TUKNAO
OH394,OH,3,C(c1ccccc1[O-:1])=[N:1]CCc1cccc[n:1]1,TUNPUN;TUNPUN;TUNPUN01;TUNPUN01
OH395,OH,3,CCOc1cccc(C=[N:1]CCC[N:1](C)C)c1[O-:1],UCACUZ;UCACUZ
OH396,OH,3,OCC[N:1](Cc1cccc[n:1]1)Cc1cccc[n:1]1,UCAKIU
OH397,OH,2,N#Cc1nc2c3ccc[n:1]c3c3c(ccc[n:1]3)c2nc1C#N,UHELEY
OH398,OH,4,Cc1cccc([N:1]=Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-:1])c1-c1c(C)cccc1[N:1]=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-:1],UKEMUS
OH399,OH,5,c1cc[n:1]c(C[N:1](Cc2cccc[n:1]2)CC2CCC[N:1]2Cc2cccc[n:1]2)c1,UMUMAS
OH400,OH,3,CN(c1cccc(N(C)[P:1](c2ccccc2)c2ccccc2)[n:1]1)[P:1](c1ccccc1)c1ccccc1,UNULIA
OH401,OH,5,CC(CC[S:1]Cc1ccccc1)(C[N:1]=Cc1ccccc1[O-:1])[N:1]=Cc1ccccc1[O-:1],VAGCAH
OH402,OH,2,c1ccc(-c2oc3ccccc3c(=[O:1])c2[O-:1])cc1,VAKZIS
OH403,OH,4,c1ccc(-c2cccc(C[N:1](Cc3cccc[n:1]3)Cc3cccc(-c4ccccc4)[n:1]3)[n:1]2)cc1,VAKZIS
OH404,OH,5,CC(C)(C)c1cc(C=[N:1]CC[N:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)c([O-:1])c(-c2[nH]c3ccccc3[nH+]2)c1,VANSOU
OH405,OH,6,Cc1ccc([O-:1])c(C[N:1](CC[N:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)Cc2cccc[n:1]2)c1,VATLUA
OH406,OH,2,OCc1cccc(C[OH:1])[n:1]1,VAVDOM
OH407,OH,4,O=[N+]([O-])c1ccc([O-:1])c(C=[N:1]CC[N:1]=Cc2cc([N+](=O)[O-])ccc2[O-:1])c1,VAZDOQ
OH408,OH,3,c1cc[n:1]c(P(c2cccc[n:1]2)c2cccc[n:1]2)c1,VEBVAB;GEMWIE;GEMWIE
OH409,OH,3,CC[P:1](CC)CC[NH:1]CC[P:1](CC)CC,VEFYEN
OH410,OH,4,Cc1ccc([O-:1])c(C(c2ccccc2)=[N:1]CC[N:1]=C(c2ccccc2)c2cc(C)ccc2[O-:1])c1,VEPMEI
OH411,OH,3,Cc1ccc(S(=O)(=O)n2ccc(C(n3ccc[n:1]3)n3ccc[n:1]3)[n:1]2)cc1,VERWOH
OH412,OH,3,c1cn(C(c2cc[nH][n:1]2)n2ccc[n:1]2)[n:1]c1,VERWUN
OH413,OH,4,C(C[NH2:1])C[NH:1]CC[NH:1]CCC[NH2:1],VEYFAG
OH414,OH,3,CCN(c1cccc(N(CC)[P:1](C(C)C)C(C)C)[c-:1]1)[P:1](C(C)C)C(C)C,VIGMAC
OH415,OH,4,Cc1cccc(-c2cccc(-c3cccc(-c4cccc(C)[n:1]4)[n:1]3)[n:1]2)[n:1]1,VOPLET
OH416,OH,2,c1ccc(-c2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3[nH]2)cc1,VULRUQ;VULRUQ
OH417,OH,3,O=C(c1cccc(C(=O)[OH:1])[n:1]1)[OH:1],VUPHIX
OH418,OH,4,C(c1c([O-:1])ccc2ccccc12)=[N:1]CC[N:1]=Cc1c([O-:1])ccc2ccccc12,VUZLAD
OH419,OH,4,CC(c1ccc2ccccc2c1[O-:1])=[N:1]CCC[N:1]=C(C)c1ccc2ccccc2c1[O-:1],WAFBEN
OH420,OH,5,CC(c1cccc[n:1]1)(c1cccc[n:1]1)c1cccc(C(C)(c2cccc[n:1]2)c2cccc[n:1]2)[n:1]1,WAKTAG;HADNOS;KAQYAF;SAZZAX;SAZZEB
OH421,OH,4,COc1cc(Br)cc(C=[N:1]CCC[N:1]=Cc2cc(Br)cc(OC)c2[O-:1])c1[O-:1],WAQDEX
OH422,OH,3,Brc1ccc([O-:1])c(C=[N:1]Cc2cccc[n:1]2)c1,WAQMIL;WAQMIL
OH423,OH,3,c1ccc(C(c2cccc[n:1]2)(n2ccc[n:1]2)n2ccc[n:1]2)cc1,WAVNOX;WAVNUD
OH424,OH,3,Cc1cn(C(c2ccccc2)(c2cccc[n:1]2)n2cc(C)c[n:1]2)[n:1]c1,WAVPAL
OH425,OH,5,C[N:1](CCC[N:1](Cc1ccccc1[O-:1])Cc1cccc[n:1]1)Cc1cccc[n:1]1,WAYNIV
OH426,OH,4,CCC(C)(CC)c1cc(C=[N:1]C2CCCCC2[N:1]=Cc2cc(C(C)(CC)CC)cc(C(C)(CC)CC)c2[O-:1])c([O-:1])c(C(C)(CC)CC)c1,WEWZOO
OH427,OH,3,CCOc1cccc(C=[N:1]CCCNC(C)=CC(C)=[O:1])c1[O-:1],WIMCEA;WIMCEA
OH428,OH,4,c1ccc(-c2cccc(-c3cccc[n:1]3)[n:1]2)c(-c2ccccc2-c2cccc(-c3cccc[n:1]3)[n:1]2)c1,WIQFUA
OH429,OH,4,CC(C)(C(C)(C)[N:1]=Cc1cc(Cl)ccc1[O-:1])[N:1]=Cc1cc(Cl)ccc1[O-:1],WITQAT
OH430,OH,3,c1ccc([B-](C[P:1](c2ccccc2)c2ccccc2)(C[P:1](c2ccccc2)c2ccccc2)C[P:1](c2ccccc2)c2ccccc2)cc1,WOYKUS;AMIRUK
OH431,OH,2,CC1(C)C2Cc3c(ccc(-c4cccc[n:1]4)[n:1]3)C1C2,WUFDIL;WUFDIL
OH432,OH,2,C(c1ccccc1[O-:1])=[N:1]Cc1ccco1,WUKQUP;WUKQUP
OH433,OH,5,c1cc[n:1]c(C[N:1]2CC[S:1]CC[N:1](Cc3cccc[n:1]3)CC2)c1,WULSIF
OH434,OH,4,Brc1cc(Br)c([O-:1])c(C=[N:1]C2CCCCC2[N:1]=Cc2cc(Br)cc(Br)c2[O-:1])c1,XAMBIX
OH435,OH,3,CC(C)c1ccn(C(n2ccc(C(C)C)[n:1]2)n2ccc(C(C)C)[n:1]2)[n:1]1,XAPHEB
OH436,OH,2,Oc1cccc(-c2cccc(O)[n:1]2)[n:1]1,XAWPET;ILEXAA;PAXSEP;PAXSOZ;VIYDAK;ZIRCOU
OH437,OH,2,COc1cccc(-c2cccc(OC)[n:1]2)[n:1]1,XAWPIX;AFOMUG;VIYDOY
OH438,OH,4,C[N:1]1CC[N:1]2CC[N:1](C)CC[N:1](CC1)CC2,XELMEG
OH439,OH,4,C[N:1]1CCC[N:1]2CC[N:1](C)CCC[N:1](CC1)CC2,XELMIK;XELMOQ;XELMUW;XELNAD
OH440,OH,5,CC1c2cccc([n:1]2)C(C)[NH:1]C2CCCCC2[NH:1]CC[NH:1]C2CCCCC2[NH:1]1,XIDNUT
OH441,OH,5,O=C(C[N:1]1CCC[NH:1]CC[NH:1]CCC[NH:1]CC1)[O-:1],XIWYOR;XIWYUX
OH442,OH,6,CCOc1cccc(C=[N:1]CCC[NH:1]CC[NH:1]CCC[N:1]=Cc2cccc(OCC)c2[O-:1])c1[O-:1],XOCYIZ;XOCYIZ01;XOCYOF;XOCYUL;XOCZAS;XOCZEW;XOCZIA;XOCZOG
OH443,OH,6,Clc1ccc([O-:1])c(C=[N:1]CCC[NH:1]CC[NH:1]CCC[N:1]=Cc2cc(Cl)ccc2[O-:1])c1,XONDIQ;XONDIQ01;YEDVIO;YEDVIO01;YEDVOU;YEDVOU01
OH444,OH,2,Cn1cc[n:1]c1C(=O)c1n(C)cc[n:1]1,XUGCOS;XUGCOS;XUHXOO
OH445,OH,5,c1ccc([O-:1])c(C[NH:1]c2ccccc2C[N:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)c1,XUVFOJ
OH446,OH,6,Brc1cc(Br)c([O-:1])c(C=[N:1]CCC[NH:1]CC[NH:1]CCC[N:1]=Cc2cc(Br)cc(Br)c2[O-:1])c1,YANLAC;YANLAC01;YANLEG;YANLEG01;YANLIK;YANLOQ;YANLUW;YANLUW01;YANMOR;YANMOR01
OH447,OH,4,CCOc1cccc(C=[N:1]CC[N-:1]C(C)=CC(C)=[O:1])c1[O-:1],YANWAL
OH448,OH,4,CC(=CC(C)=[O:1])[N-:1]CC[N:1]=Cc1ccccc1[O-:1],YANWEP
OH449,OH,3,Cn1cc[n:1]c1C[NH:1]Cc1ccccc1[O-:1],YAVQUI;YAVQUI
OH450,OH,2,COc1cc(OC)c(C=[N:1]CCc2ccccn2)c([O-:1])c1,YEGGEZ;YEGGEZ
OH451,OH,3,CC(C[OH:1])(C[P:1](c1ccccc1)c1ccccc1)C[P:1](c1ccccc1)c1ccccc1,YEYTIF
OH452,OH,5,c1ccc2[nH]c(C[N:1](CC[N:1](Cc3[nH]c4ccccc4[n:1]3)Cc3[nH]c4ccccc4[n:1]3)Cc3[nH]c4ccccc4[n:1]3)nc2c1,YIDKUS
OH453,OH,3,COc1nc(-n2c(C)cc(C)[n:1]2)[n:1]c(-n2c(C)cc(C)[n:1]2)n1,YIJDED
OH454,OH,5,C[N:1](CC[N:1]=Cc1ccccc1[O-:1])C(CS(c1ccccc1)=[O:1])c1ccccc1[O-:1],YIYVEH
OH455,OH,2,NC(N[NH2:1])=[O:1],YODQIU;YODQIU;YODQIU;YODQIU;YODQIU;YODROB;YODROB
OH456,OH,6,CC(C[N:1]=Cc1ccccc1[O-:1])(C[N:1]=Cc1ccccc1[O-:1])C[N:1]=Cc1ccccc1[O-:1],YUKCOW
OH457,OH,2,O=C(c1ccccc1[O-:1])[O-:1],YUXYOF
OH458,OH,3,CC[S:1]CC[NH:1]Cc1cccc[n:1]1,ZILVUO
OH459,OH,6,c1ccc([NH-:1])c(C[N:1]2CC[N:1](Cc3ccccc3[NH-:1])CC[N:1](Cc3ccccc3[NH-:1])CC2)c1,ZIWHES
OH460,OH,3,CC(C)(C)c1cc(C(C)(C)C)c([O-:1])c([N:1]=Nc2cccc[n:1]2)c1,ZOFFEI;ZOFFEI
OH461,OH,6,C(c1ccccc1[O-:1])=[N:1]CCC[N:1]1CC[N:1](CCC[N:1]=Cc2ccccc2[O-:1])CC1,OHAPUL
OH462,OH,4,CCn1c(C[N:1]2CCCC2C2CCC[N:1]2Cc2n(CC)c3ccccc3[n:1]2)[n:1]c2ccccc21,AHUQOM
OH463,OH,6,C(c1ccccc1[O-:1])=[N:1]c1ccccc1C[N:1]1CC[N:1](Cc2ccccc2[N:1]=Cc2ccccc2[O-:1])CC1,AHUZOV
OH464,OH,4,COc1ccc([O-:1])c(C=[N:1]CC[N:1]=Cc2cc(OC)ccc2[O-:1])c1,BUQCAU
OH465,OH,6,COc1cccc(C=[N:1]c2ccccc2C[N:1]2CC[N:1](Cc3ccccc3[N:1]=Cc3cccc(OC)c3[O-:1])CC2)c1[O-:1],DUGVUZ
OH466,OH,4,C(c1ccccc1[O-:1])=[N:1]CCC[NH:1]CC[O-:1],HUJVOA;HUJVUG
OH467,OH,2,Cc1cccc(-c2cccc(C)[n:1]2)[n:1]1,SURDOB;ABAHUJ;DACBAN;FINRIE;FINRIE;FINRIE;HUYFEN;HUYFEN;IFAYAP;MAXVAL;PAQVOV;PAQVOV;PAQVOV
OH468,OH,2,c1ccc2nc(-c3nc4c5ccc[n:1]c5c5c(ccc[n:1]5)c4[nH]3)ccc2c1,DUCYOS
OH469,OH,2,O=C1NC23NC(=O)NC2(N1)c1ccc[n:1]c1-c1c3ccc[n:1]1,DUGHOF;DUGHUL;MEFROF;WOCJAA;WOCJAA;WOCJAA;WOCJEE;WOCJEE;YEJQAI
OH470,OH,2,c1ccc2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3nc2c1,DUGHUL;ALEMIO;ALEMIO;CIYKIG;DONVAE;EQELUJ;GURSES;HIPDIV;KOFQAY;LUQGEK;NOMVOB;NOMVOB;QUQLET;VAJGOD;XIGNAC
OH471,OH,3,CC[N:1](Cc1cccc[n:1]1)Cc1cccc[n:1]1,FOWPOZ;ENUMOQ;LOBLUJ;LOBLUJ;MOGRAC;RALVIJ
OH472,OH,3,COc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,FOZNUG;QOKYEX;QOKYOH
OH473,OH,3,Clc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,FOZPAO;HOTHIH;KOGLOI;KOGLOI;KOKMUU;KOLJOM;KOLJUS;PAYMOT;PAYMOT;QOKXIA;QOKXOG;QOKYIB
OH474,OH,4,c1ccc([NH:1]Cc2cccc[n:1]2)c([NH:1]Cc2cccc[n:1]2)c1,FUDXIO;FUDXOU
OH475,OH,2,C1CN2CC[N:1]=C2C2=[N:1]CCN12,JUDJUQ;JUDJUQ;JUDJUQ
OH476,OH,2,c1cc[n:1]c(-c2ccc3cccnc3[n:1]2)c1,JUHZIY;JUHZOE;JUHZUK;JUHZUK;JUJBAU;JUJBEY;JUJBEY;JUJBUO;JUJCEZ;JUJCID;JUJCID;DEFMOT;DEFYAR;EREZIL;FAMVIA;FAMVOG;KAMWOM;KAMWUS;LETPUY;NUFNEJ;POLNAH;POMBIE;POMBOK;POMBUQ
OH477,OH,2,c1ccc2cc(-c3nc4c5ccc[n:1]c5c5c(ccc[n:1]5)c4[nH]3)ccc2c1,KUKPEO
OH478,OH,3,FC(F)(F)c1cc[n:1]c(Sc2cccc(Sc3cc(C(F)(F)F)cc[n:1]3)[n:1]2)c1,LORPUG;LORPUG;LORQUH
OH479,OH,3,c1cc[n:1]c(Sc2cccc(Sc3cccc[n:1]3)[n:1]2)c1,LORQAN;LORQAN;LORQOB
OH480,OH,3,Cc1cc[n:1]c(Sc2cccc(Sc3cc(C)cc[n:1]3)[n:1]2)c1,LORQER;LORQER;LORQIV
OH481,OH,3,c1cc[n:1]c(-c2cccc(-c3cccc[n:1]3)[n:1]2)c1,LORQIV;LORQOB;LORQUH;PUDLAE;ABAHUJ;ABAJAR;ACOVEV;ANAQUD;ANARAK;AROFOD;ASELIU;ASUWIW;ATOPUU;ATOQAB;AXIYEN;BAQLAI;BENHUZ;BENHUZ;BINKUH;BIWXIP;BIXVAI;BOHJEO;CADMEC;CADMOM;CADWUA;CAPYAU;CAZJUJ;CAZJUJ;CEGBEV;CIPKOC;DIHCII;DIHCOO;DONWAF;DOZSAO;EHUMID;EREZIL;ESEBIN;ESECAG;FAKNUB;FAMVIA;FAMVOG;FAXJUK;FECCAT;FEPXEE;FEPXII;FEPXOO;FEPXUU;FEQJOC;FEZSUZ;FISHAR;FOCKAM;FOCKEQ;FOCKUG;FUTROC;FUZCOU;FUZCUA;FUZHUF;FUZJER;GAQHEO;GAQHOY;GEGPEO;GEGPOY;GIDDUS;GIDJEI;GIFHIP;GISKOJ;GOGDIP;GOGDIP;GOXLOW;GUHPIJ;GUHPIJ;HECSAK;HECSIS;HETMID;HETMOJ;HICLIQ;HOGTUT;HOGVAB;HOGVEF;HOGVIJ;HOGVOP;HOGVUV;HOGWAC;HUKFAU;HUYPIB;ICAQUZ;ICARAG;ILEXAA;INUTOA;INUTUG;INUVAO;INUVES;IPEQUP;IPEREA;IPERIE;IPEROK;IPERUQ;IPESAX;IQEBUD;IXIRAI;IYOKEM;JICTEU;JIMJUK;JIMLOH;JIMLUN;JINVOU;JOQRUC;KAMWOM;KAMWUS;KEDPOA;KEQDIU;KEXHOK;KIYVAR;KIZWIA;KOFQUR;KURWUR;LATVEI;LEKCAH;LERNUT;LOCREA;LOCREA;LONYET;LUTXUU;MADTOB;MAXVAL;MESFAS;MIQGEA;MIVSEP;MIZSAP;MOMDAT;MUDWAL;MUNYEZ;NABDUS;NAGPAP;NAKVUQ;NICBUX;NIGHOD;NIHYAF;NIPXAN;NOGTOT;NOMJAA;NOMJEE;OBUVEM;ORUDIQ;OSAKOJ;PAGYEB;POFGUM;POMBOK;POMBUQ;POVWUU;QAJLOF;QAJLOF;QALGOC;QIDHUH;QIQRAL;QISBUP;QISCAW;QISCEA;QOBMAW;QOKXIA;QOKXOG;QOKXUM;QOKYAT;QOKYEX;QOKYIB;QOKYOH;QOKYUN;QOKZAU;QOKZEY;QOKZIC;QOKZOI;QOLBAX;QOLBEB;QONCED;QONCIH;QONCON;QONCUT;QONDAA;QUKTOF;QUNZAB;QUNZAB;RIDMAU;RIDMEY;ROVQUQ;RUVSEH;RUVSEH;RUVSOR;RUVSOR;RUVTEI;RUVTEI;SAVBUO;SAVCID;SAYTIW;SIBBOU;SIBZUZ;SICBAI;SIRGEH;SOTWAC;SUQYUZ;SUVGAR;SUVGAR;TAFDOV;TAFDUB;TAZTOD;TEDNIA;TETXEV;TORFEM;TUDFEF;TUSMEA;UFUQOB;UKAMUP;VIRTIA;VIYDAK;VIYDEO;VIYDOY;WAPSUD;WIYSAY;WULXAE;WULXAE;XALHUP;XALJAX;XARYOG;XAVJIN;XEBLEY;XEBLIC;XEBLOI;XEBLUO;XEBMAV;XEBMID;XIBREG;XIQHOV;XUHXOO;YEDBUF;YEDCAM;YEJQAI;YOFROA;YOFRUG;YOFSAN;YUSKIH;OGITUW;WUMZEM;CUHPUT;CUHQAA
OH482,OH,2,Ic1c(-c2cccc[n:1]2)[n:1]nn1Cc1ccc2ccc3cccc4ccc1c2c34,MOTXIF;MOTXOL
OH483,OH,2,C1=C[N+](c2cccc[n:1]2)=[C-:1]N1c1ccccc1,QOSYOP
OH484,OH,2,C1=N[N+](c2ccccc2)=[C-:1]N1c1cccc[n:1]1,QOSYUV
OH485,OH,2,Brc1cccc(C2=[N:1]CC=C2)[n:1]1,QOVFAL
OH486,OH,2,CCN1C=C[N+](c2cccc[n:1]2)=[C-:1]1,XUCJIR
OH487,OH,2,Cc1c2ccccc2n(-c2cccc[n:1]2)[n:1]1,XUMKUO
OH488,OH,4,c1ccc([S:1]CCc2cccc[n:1]2)c([S:1]CCc2cccc[n:1]2)c1,XUMKUO;XUMLAV;XUMLEZ
OH489,OH,2,c1ccc(-c2cc(-c3ccccc3)[n:1]n2-c2cccc[n:1]2)cc1,XUMLAV
OH490,OH,2,Cn1c(-c2cccc[n:1]2)[n:1]c2ccccc21,XUMLEZ
OH491,OH,2,Cc1ccc(-c2c(-c3ccc(C)s3)c3ccc[n:1]c3c3c2ccc[n:1]3)s1,YUBZUT;VIXFEQ
OH492,OH,2,c1ccc2c(c1)ccc(-c1ccc3ccccc3[n:1]1)[n:1]2,ABAJAR;AFACOA;AFACOA;DABYEN;EPESID;EPESOJ;GEYZOB;GEYZOB;IFAXUI;PUZGOI;PUZGOI;TISTEX;TISTIB;TISTIB;TISTOH;TISTOH;XICWOY;XICXAL;XOBQIO;XOBQIO;WUMZEM
OH493,OH,4,c1cc[n:1]c(-c2ccc3ccc4ccc(-c5cccc[n:1]5)[n:1]c4c3[n:1]2)c1,ABIGUO
OH494,OH,3,Brc1ccc(-c2cnc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)nc2)cc1,ABOZUN
OH495,OH,3,c1cc[n:1]c(-c2cc(-c3c4ccccc4cc4ccccc34)cc(-c3cccc[n:1]3)[n:1]2)c1,ABOZUN;DEVYAF
OH496,OH,2,COC(=O)c1cc(-c2cccc[n:1]2)[n:1]c2ccccc12,ABUWID;ABUWID;HUWGEL;VAJLUO;VAJLUO;VAJLUO
